x,y,timestamp
0.2786736642377214,-2.0108021475634725,1731313265.3346765
0.3842929709371917,-2.0201123568308827,1731313265.7975411
0.2662144568004587,-2.0002781231664497,1731313266.2976108
0.2885996443151449,-2.0179556537640755,1731313266.7977734
0.29533343649954147,-2.0181380247334175,1731313267.297556
0.2951716515898232,-2.0173878685969666,1731313267.7976034
0.27831637878298743,-2.0110647003329176,1731313268.298663
0.24903381863796353,-1.9990927239489311,1731313268.7975655
0.2812869437593302,-2.015054781679463,1731313269.2976003
0.28161017061498306,-2.0056546169408134,1731313269.797565
0.3675269471379689,-2.0141843755699917,1731313270.297724
0.2820455497846721,-2.010532721406582,1731313270.7975688
0.24336010236869507,-2.0032466125691006,1731313271.2978542
0.2647146997942461,-1.9952289387823043,1731313271.7976916
0.2892069788774899,-2.0143254768257814,1731313272.297717
0.2903940475108957,-2.0156485027370423,1731313272.797753
0.27266001700430953,-2.007244684463526,1731313273.2976985
0.2977257349979593,-2.0161482422514894,1731313273.7977374
0.4043659167187777,-2.011815515879283,1731313274.2976449
0.27870181887613854,-2.0110982800084227,1731313274.7977622
0.285781871949728,-2.0185036706258646,1731313275.2975736
0.41545290465551254,-2.0254234897227246,1731313275.7975807
0.3285902746393888,-1.9992943359680089,1731313276.2992039
0.35179477268462384,-1.9938331379432268,1731313276.7981648
0.49915555670456774,-2.0233161307637464,1731313277.326641
0.5035623561442266,-2.0204070891900785,1731313277.7977672
0.5295611085453589,-2.0109876995799327,1731313278.2977836
0.5184503049814697,-2.0149997674454667,1731313278.7975762
0.6373258406271375,-2.0285268772180327,1731313279.3162923
0.7067463361990602,-2.034253743346019,1731313279.7983844
0.6977975761096955,-2.0306241659667257,1731313280.2977962
0.7689241329292004,-2.030576198608415,1731313280.797732
0.8286754014469717,-2.0365310575015054,1731313281.297583
0.882438933760838,-2.039374266347692,1731313281.797588
0.907593412597847,-2.04701052658866,1731313282.2982602
0.9494490122151213,-2.0416306922451644,1731313282.7983952
