x,y
-2.016442926239686,-0.03519772827568335
-2.017308994956642,-0.05280118068331017
-2.016272605360245,-0.07036137454418508
-2.0145839108108756,-0.08788572647070786
-2.0137415435761095,-0.10543827716268157
-2.0124966128763675,-0.12296756741138543
-2.0135933323104407,-0.1406573992840949
-2.012291129281694,-0.15819931388167766
-2.0110850224327854,-0.17575096734733434
-2.0094770952965075,-0.1932696909908816
-2.0092084948764244,-0.21093036292111483
-2.0092811015340555,-0.22865752326817385
-2.0072121940620966,-0.24615851790557272
-2.0077175413252757,-0.26399935699334065
-2.0063309302731955,-0.2816243792217116
-2.0067677094033183,-0.29954054569730476
-2.0040811944351744,-0.31701694612711695
-2.0051877127061575,-0.3351286406607633
-2.0056380735035755,-0.3531969349941972
-2.002484018249266,-0.37066145393431776
-2.0031045330841746,-0.3888600981920571
-2.0047846395761786,-0.4073465519918611
-2.0067835781194727,-0.4259956069041383
-2.0029950827029412,-0.4434673439831351
-2.0034393496365888,-0.46191638723763595
-2.0027414806022796,-0.4801736409414096
-1.9984810096685892,-0.49760809637098763
-1.9981837933791455,-0.5160675425423025
-1.9994068241762242,-0.5350118746999251
-2.0011736103321778,-0.5542167246042617
-1.9962679579656746,-0.5716347054899269
-1.9981629890386992,-0.5910657928524607
-1.9993922581920962,-0.6104271736527024
-1.9939968331903255,-0.6278274967529449
-1.9962972447713827,-0.647726295115423
-1.9984016767671913,-0.6677126721206906
-1.992507080694248,-0.6851021877061545
-1.9918821629379968,-0.7043566121898032
-1.9936570800411297,-0.7245913645394819
-1.9959329033864046,-0.7451727507063292
-1.9893633830321418,-0.7625378111717679
-1.980781499642846,-0.7791128517204506
-0.6972101347509666,-0.29550906434565805
-0.6946084770544949,-0.3015736107718021
-0.6487433275924414,-0.29520278209113693
-0.6461461792994478,-0.30084498105633534
-0.6263459872454856,-0.2982948203406427
-0.62372274414932,-0.3037417225397595
-0.6047145039557228,-0.30103253287813875
-0.5871390908538062,-0.2986959111708781
-0.5698732701616473,-0.296191695178582
-0.5672704988679765,-0.30114655145222735
-0.550558506901806,-0.2984533947073936
-0.5350312603760077,-0.2960976709557122
-0.5324306314361832,-0.30074890362793305
-0.516360716905759,-0.2976367396566448
-0.5021104596882096,-0.29528175367110593
-0.48987087842040644,-0.29385899593344117
-0.4872914729768776,-0.2981167680279253
-0.47406944027747533,-0.29573586016477293
-0.4621924773038881,-0.2939526700758033
-0.4596133065257137,-0.2979692379852315
-0.4480302863594988,-0.2960369284679676
-0.4363091729467235,-0.29378619722668353
-0.4263111558504777,-0.29248558701663335
-0.4237461322723595,-0.2961895264847339
-0.4130029224710483,-0.29407076618504546
-0.4027341675682306,-0.2920812261090897
-0.40017356299642004,-0.2955797216505475
-0.3911892679106105,-0.2942468234895274
-0.38166367954734165,-0.2923241230926323
-0.37338468993210455,-0.29118058995771057
-0.37083304829478014,-0.2944233566417846
-0.3631980216986403,-0.2935578378446887
-0.35522052154855394,-0.292264244730435
-0.35266012622463666,-0.29534868045803364
-0.3443652208579341,-0.2935452805230186
-0.33688434316541493,-0.29227546604094456
-0.3296394872421361,-0.2910633240019816
-0.3270905285603726,-0.29392488199272454
-0.32008899888701087,-0.2927150464085045
-0.313499750918569,-0.2917464332853741
-0.3109454521934807,-0.2944673172373019
-0.30404714513977915,-0.2930023860775531
-0.29773380826529217,-0.2919650250230437
-0.29128497349337307,-0.29066358545112114
-0.28874095465567995,-0.2931909220880872
-0.282871642251159,-0.2922827248972944
-0.2766957640027054,-0.290932455153688
-0.2741499560954319,-0.2933326453902911
-0.268032129868703,-0.291843875070072
-0.26196132038579795,-0.29027102623687046
-0.2567678987311228,-0.2895500681002792
-0.2542348941789268,-0.29177665146050047
-0.25217034283297934,-0.29455081142411416
-0.2523296448212118,-0.29998957033009344
-0.24970583480766517,-0.3021770805760093
-0.2500568189123942,-0.30802946656906216
-0.2506362714552783,-0.31430155501033513
-0.2518959266057796,-0.321590859115935
-0.24908389081383056,-0.32377376954372505
-0.24971916809272293,-0.3305198758439201
-0.2504044901777688,-0.33750207791429493
-0.24745385430975586,-0.3396713872037226
-0.24826586628986244,-0.3471017513614254
-0.2491105329228422,-0.3547762468920302
-0.2502656433259181,-0.3631089651854673
-0.24709186409989403,-0.3652760921864941
-0.24804726370606278,-0.3736640357294778
-0.24914780688821753,-0.38251485548042613
-0.24580495943869538,-0.3846715043459304
-0.24682495211134814,-0.39378928119044637
-0.24796622330212437,-0.40337949222177283
-0.2490877813736431,-0.41323300269495694
-0.24547724601516713,-0.41538796207249823
-0.24686047407485256,-0.4261644792621836
-0.24832097857279387,-0.4374308090514093
-0.2496034489818145,-0.4487542120040454
-0.24568334805567002,-0.45091231633561035
-0.24751162515592037,-0.46384376503117825
-0.24866967636110263,-0.47595419167246295
-0.24451257941852023,-0.4781031259239213
-0.24526000613486662,-0.4900525536618532
-0.2470266792325562,-0.5045204419588406
-0.24855936082819488,-0.5190553990826307
-0.24402666696012187,-0.5212017354004911
-0.24498899101403146,-0.5353568551879059
-0.24674316378176497,-0.5518496678793057
-0.24192475653686982,-0.553978931897334
-0.24346131536690055,-0.5710141529346525
-0.24231776229021582,-0.5823466881336172
-0.23723375988301082,-0.584436229432519
-0.4966496569007921,-1.2547865191794085
-0.48569608831144845,-1.2590668767833615
-0.4721553622666499,-1.2564650206915124
-0.46118809662076904,-1.2605318615067953
-0.44767035677032646,-1.2574374594282267
-0.4339963615558435,-1.253494939157023
-0.4205847336246908,-1.2498840375109799
-0.40967677548461373,-1.2535017211840715
-0.3965455717898484,-1.250113489616429
-0.3835782394367117,-1.2468311601545399
-0.3726982904648059,-1.2501264703966133
-0.3599179963424368,-1.2468416453214093
-0.3469544289653905,-1.2424663077130549
-0.3361139077049695,-1.2454426291997986
-0.3236720719356388,-1.2422763779700645
-0.3116156235024187,-1.2402004351506566
-0.29938484749863753,-1.2370373181789445
-0.28859344288771693,-1.2395993055021255
-0.2763614831998231,-1.235723848329916
-0.26416666119791643,-1.2314854007969818
-0.25342497548279913,-1.2337406936087099
-0.2416525469779554,-1.2307506788290854
-0.2301816722674482,-1.2288781123217922
-0.22012225244356062,-1.2345290862596783
-0.20935571525363342,-1.2364004429522915
-0.20617418591527195,-1.285572372238855
-0.19496336679369378,-1.2873202417464467
-0.1831732537223909,-1.2850103120904388
-0.17196820598773044,-1.28655776364195
-0.16044049515281347,-1.2855268185828983
-0.14897261789551122,-1.2846410511696449
-0.13777208668340227,-1.2858904787592889
-0.1263409056980789,-1.284803096863046
-0.11493915590741047,-1.2836143066102645
-0.10352747672624156,-1.2818260786481928
-0.09235320190933824,-1.2826795860373696
-0.0810772334009079,-1.2819386645132531
-0.06986201768605572,-1.2818476929410783
-0.05868883282792462,-1.2824078252704276
-0.047455676088809344,-1.2813715858977628
-0.0362238142037487,-1.27948730436935
-0.025062682766304828,-1.279254521764991
-0.013913796916009639,-1.2794243532851017
-0.0027638544215063884,-1.2794970225179727
0.008387936436276121,-1.2797225004555157
0.019539630282917202,-1.2796008121668974
0.030707827643693283,-1.2801317973302295
0.04182137469071911,-1.2785662286320267
0.052961722819198566,-1.2781532319308855
0.06404794061834133,-1.276644378895331
0.07521480645988207,-1.2767865307506003
0.08642275223152904,-1.2773296562534115
0.09755063081189466,-1.2765280323110544
0.10871354958753936,-1.276127744179193
0.11987688565367029,-1.2756296856007925
0.13098867972157952,-1.2745365935448059
0.1421736951360162,-1.2740920300487637
0.1533011440008809,-1.273053000305649
0.1643892146496097,-1.2716687337691677
0.17563584048562964,-1.2714260454014372
0.18703620033789067,-1.2720733481963573
0.1985381736282226,-1.2731122174709573
0.20962504261940346,-1.2713337351648706
0.22103857090438603,-1.2714292413893582
0.2324246738220501,-1.2711761992834802
0.24349338487095756,-1.2691024900102297
0.2548883128395056,-1.268648109007858
0.2663965359092726,-1.2685806679393825
0.27840449744814433,-1.2706067617317145
0.28946650028682963,-1.2681323875563633
0.3011418497695604,-1.2682373527872763
0.31272119554251315,-1.2677494029717495
0.3237569951745715,-1.264976087897435
0.33566553413246975,-1.2654897092445971
0.34754135000890085,-1.2656505283979422
0.35965026976220105,-1.266421650898569
0.37067271688472425,-1.2632394275678613
0.38297162019097186,-1.2642680432631934
0.39531650165542037,-1.2651779099625504
0.406326756037425,-1.261684924086196
0.4187228945361596,-1.2623673204523624
0.4311616376212518,-1.2629290449633326
0.4438075483542087,-1.2638413575957101
0.4548043142276034,-1.2599258521458714
0.4675920875851486,-1.260837153564334
