x,y,timestamp
5.583203964837459,-8.550905605019272,1731213693.0974884
3.809310999155266,-8.359060880447844,1731213693.5357664
3.7986999138326345,-9.346099336568054,1731213694.0317967
9.686670975714192,-2.3462500523434775,1731213694.5259402
9.97021324212691,-2.3404210764583824,1731213695.02595
3.926668309882639,-9.278502540944967,1731213695.5259278
4.648358725371877,-8.17642105818469,1731213696.025939
4.345487636564523,-8.151092060147556,1731213696.5259452
3.913151895979862,-9.19889112150713,1731213697.0346138
7.1445420560090165,-4.615783009341849,1731213697.5316284
8.609252132856202,-5.754430442966818,1731213698.0309181
5.679056727642902,-8.369410685425441,1731213698.5495508
3.9157193064578353,-9.290999082549398,1731213699.0411096
8.000614083905859,-4.730028510037608,1731213699.5337284
7.00779751247427,-6.059074641128364,1731213700.0349064
7.182123754469937,-5.870696569025457,1731213700.5298386
3.8177547331531434,-8.366665610975499,1731213701.03716
3.7983054677201227,-8.36314411781126,1731213701.5443525
3.4067677483723497,-8.120522406968089,1731213702.038435
4.223536405111587,-9.044317878505003,1731213702.5258834
4.354078030187762,-8.155904599865808,1731213703.0262508
3.1600778425327625,-9.54936810867247,1731213703.535576
7.078981913385167,-5.9474795687435,1731213704.0279148
3.185343478793266,-9.545626528166924,1731213704.536291
7.137541785248611,-7.184347475887471,1731213705.0379975
4.708387619797748,-8.93996920689915,1731213705.5406036
4.7765682804897915,-8.89878185421209,1731213706.042759
6.355213963795109,-6.147507583407906,1731213706.5329914
8.621956964876238,-5.644011317117238,1731213707.0260615
6.041447904305536,-1.5575128326633558,1731213707.5260334
5.8995623444458,-8.21791780124588,1731213708.0327866
5.957334840427784,-1.6491556340185973,1731213708.5259242
6.52931673899346,-7.7227643409964735,1731213709.0318959
4.820400734514357,-8.892188469041379,1731213709.5258992
5.473434294834697,-8.782930102264167,1731213710.025945
7.221424493738295,-5.939560519787904,1731213710.52602
8.089669980547484,-4.513909856802487,1731213711.02602
4.241705683803844,-8.362141211901957,1731213711.5319116
7.939947003793084,-2.420532196731306,1731213712.0392382
9.769146224387956,-2.3399374066727807,1731213712.5395772
5.597474045362899,-9.997499720164297,1731213713.0414972
10.79601328677569,-1.0953895395793465,1731213713.5493128
8.726865665790054,-6.422915281834236,1731213714.0435605
5.067288329622474,-10.423913537962651,1731213714.5498953
5.084317861805995,-10.42771621293727,1731213715.0451093
6.228610408759094,-9.915062559627614,1731213715.5435758
