x,y
-0.9711020666116178,-0.01695093187303402
-0.9669188369773172,-0.025308198369696343
-0.967910844446897,-0.0337769492431003
-0.9660811608279094,-0.042145052481259604
-0.962182011900273,-0.050379262410967504
-0.9562166715850612,-0.05842675076852417
-0.9556712089785946,-0.06675738574848025
-0.9558008688166413,-0.07514173245313603
-0.9598417391518972,-0.08388164213575997
-0.959074314820405,-0.09224290085042272
-0.9646985365144615,-0.10127580733177169
-0.9739635865984253,-0.1108377027459982
-1.471830445043082,-0.1935343409103801
-1.4700880225826194,-0.2063531098056336
-1.473920895541945,-0.22000506949385154
-1.4719477172168312,-0.2328410502860766
-1.4696161939338006,-0.2456181405088494
-1.467666170103799,-0.25845899104308645
-1.467078888456409,-0.27155751999809735
-1.4646567213120107,-0.2843319193083327
-1.4643283434766923,-0.29753275734658713
-1.4626580543155447,-0.31048983673927666
-1.4598967832970127,-0.3232242328346571
-1.4572682357341091,-0.3359902453790608
-1.4567161058870304,-0.349259593989842
-1.4560430750825526,-0.36254476240739425
-1.4528284278552264,-0.3752195363525205
-1.4509524802672191,-0.3882535545951759
-1.4504051830162752,-0.4016836948728773
-1.4468496775959976,-0.41430785182948127
-1.4465405231683557,-0.42789333298133586
-1.4441914005133742,-0.4409208204227315
-1.4402942030736292,-0.4534893381233288
-1.4389034193576276,-0.4668721470665381
-1.453986517140587,-0.48581085267999335
-0.9417651329231103,-0.4586226274177193
-0.9377327525515423,-0.4668121300494702
-0.8697832189570938,-0.45206992422667847
-0.8658106746870738,-0.4596323965601124
-0.8051717034030936,-0.4455991336460431
-0.801258001553362,-0.4525988011626369
-0.7723751090569099,-0.4452066195686238
-0.7458387728091336,-0.43861380806076444
-0.741988196809316,-0.4450966899929263
-0.7180351763996361,-0.4392819041362088
-0.695301903054494,-0.43374596399563436
-0.6914956663299066,-0.4397886323231441
-0.6708550175564765,-0.43491812691608633
-0.6505616588055539,-0.42985994722974596
-0.6295791812033806,-0.4239234124958805
-0.6258610376744561,-0.42939371978165297
-0.6063176038958046,-0.4238030988842867
-0.5887531527391426,-0.4192103283046324
-0.5850776311148973,-0.42432504025397577
-0.5674823115827896,-0.4191587831121937
-0.5496229203627879,-0.413418290582407
-0.533892528097759,-0.408919353518225
-0.530308769250824,-0.4135563788603142
-0.5151329134705781,-0.40899041279650816
-0.5014388015377972,-0.4052921040219938
-0.49788788429340264,-0.4096464523757971
-0.484907659278861,-0.4061044236704533
-0.47126667313501297,-0.40171916148186665
-0.4677480376059002,-0.40581071354175285
-0.45538601570625775,-0.40209432596926853
-0.44275303418976775,-0.3978596809235594
-0.43152055213263296,-0.39461699365780006
-0.428065316930704,-0.39836245184177255
-0.4182243235755168,-0.39606108948664587
-0.40701632087302636,-0.39223112301705043
-0.40358280755206855,-0.39576313214929576
-0.39286308543364434,-0.39202500435928295
-0.38294138442045833,-0.38884313358944644
-0.37240999137124325,-0.3847999968845194
-0.3690425498878782,-0.38803071482513923
-0.3595017509933109,-0.3846566351613825
-0.35089379739608234,-0.38206690227880385
-0.34755099018277813,-0.3851102233009849
-0.3392056717928244,-0.3825128680531138
-0.3306039096532956,-0.37942274615733723
-0.3272849151004327,-0.38228935340566594
-0.3187914706555886,-0.3790046800669425
-0.31133605263550046,-0.37675779396952397
-0.30410185482970065,-0.3746041900927828
-0.30082585740852985,-0.37724003082965224
-0.2933647271216698,-0.3745333078649513
-0.28612636030799127,-0.37192373196059164
-0.2828744040174192,-0.37440302884776766
-0.27632381655977706,-0.3724368608563112
-0.26938760591782795,-0.3697790929659844
-0.2623735344200539,-0.3668257528473888
-0.2591669058738477,-0.3690982517107077
-0.25253561409803643,-0.3664024525659614
-0.2458311825487938,-0.36341242568272225
-0.24265492722827856,-0.36554089750091895
-0.23659490412489945,-0.363242473169131
-0.2309974296349247,-0.36149851882818185
-0.22783841611603123,-0.3634977960794942
-0.22151998194327277,-0.36035802232782616
-0.21553191477170722,-0.3575643085603813
-0.21024554299926052,-0.355770113356627
-0.20713723706254514,-0.35758876790376976
-0.20179164048872572,-0.3554668681885796
-0.19686348980821886,-0.3539346936175155
-0.1937716865824651,-0.3556368013079948
-0.1885466652653534,-0.3533417674651105
-0.1833765199589733,-0.35098297712038495
-0.1803109512832178,-0.35256766605560047
-0.17566525452037612,-0.3509956960534043
-0.17117069572161242,-0.34959428400269993
-0.16639008234270933,-0.34746496895557694
-0.16335581598705895,-0.3489017648801963
-0.1588527278553231,-0.34712946271849127
-0.15449510627450214,-0.345533678744468
-0.1514781216174021,-0.3468668904359689
-0.14707690985069877,-0.3449541746214553
-0.14300877477794963,-0.3436837876797611
-0.14000834695808656,-0.3449169731391331
-0.13589321497507548,-0.3433345253125495
-0.1318163795413453,-0.34170676126917415
-0.12795419588933826,-0.34050226733392125
-0.12498206474571075,-0.3416043819934506
-0.12116195200314525,-0.34032536396946084
-0.11704650653349954,-0.3380609069158581
-0.1140960645553135,-0.33906806032043
-0.11028265271836177,-0.3374355181244673
-0.1065820173293706,-0.33600077038456827
-0.10291482037949205,-0.3345273315798453
-0.09999570798191176,-0.335411470007916
-0.09623698410916909,-0.33338782952459656
-0.09285738277691932,-0.3325283088812952
-0.08995607255245565,-0.3333248786913013
-0.08673276850186817,-0.33288651956119913
-0.08321935059341368,-0.3312050713596701
-0.08032993755518354,-0.3319177017574296
-0.07709429979959491,-0.3311441851675486
-0.07366002067006362,-0.3293637129044415
-0.07052484305998422,-0.32877091389211954
-0.06765712426525426,-0.3293730117150627
-0.06444710172630817,-0.32823289135643446
-0.06107800211451979,-0.32607904531890036
-0.05797079406123116,-0.32512220199322817
-0.05513534828843321,-0.3256150373710162
-0.05209777572564168,-0.32484891758226614
-0.049040320730471314,-0.32380748535634957
-0.046216671022733906,-0.3242225469484293
-0.043091417489751926,-0.32238283466033457
-0.04012560322293766,-0.3215057333609718
-0.037322350401833806,-0.32184319594868505
-0.03440973293490795,-0.3211619205516367
-0.03141396723040889,-0.3194591819599192
-0.02849509892188503,-0.3182267727272229
-0.025720861894692845,-0.3184630069668151
-0.022890810460737397,-0.3179269876821635
-0.02004049915207906,-0.3168668890335808
-0.017278433724256845,-0.3170294981545417
-0.014435052235518584,-0.31541986870470584
-0.011630294642515976,-0.31403470182681065
-0.00889322936843718,-0.3141241286121236
-0.006126107292863147,-0.31269000722256335
-0.003387376234957396,-0.31148159448532564
-0.0006717926463221015,-0.31099926393739385
0.002038404504842847,-0.31099330922390445
0.004729361475335617,-0.30971388389887144
0.007398175850834788,-0.30841127085846787
0.010085513772428466,-0.3083350894893432
0.012720335073265993,-0.30698656538501096
0.015370002798053008,-0.3063646931704896
0.01800979995041581,-0.30571999158794066
0.02067328205591786,-0.3055514384842935
0.023239948589235008,-0.3041133163027061
0.02595289337784284,-0.3046465450428618
0.02860671943400217,-0.3044088134145567
0.031130579321239926,-0.3029045151650076
0.03360267698400509,-0.3011309714688447
0.03622557645903073,-0.3008267100649018
0.038845724884448554,-0.3004996032218068
0.041428711349409245,-0.2999020159633463
0.044040604052839855,-0.29952960203895185
0.046572110840713624,-0.2986404187224563
0.04892877865633911,-0.2967432046712006
0.05147004220211953,-0.2960592644241556
0.054048066355450175,-0.2955994922507427
0.05676330639857766,-0.29585384231208667
0.05924084630160342,-0.29485772336638033
0.06180810468092569,-0.29433027893012775
0.06426365368429728,-0.2932920755709494
0.06665017288418083,-0.2919897217360535
0.06919215701301738,-0.29139781837356826
0.07142951750256232,-0.28957016492386417
0.0740122248555707,-0.2891789090268234
0.07665762325325245,-0.28900623834634076
0.07917322812388171,-0.28832723935553384
0.0816828204061833,-0.2876263441627535
0.08418620951622349,-0.28690360599551556
0.08668320534115105,-0.2861590797401392
0.08902450040802959,-0.2849155825522993
0.09150398808845449,-0.28412896898754153
0.09405523774209566,-0.28355807621774515
0.09652270454821169,-0.2827276743471169
0.09923132554990537,-0.282583416312065
0.12330653669163273,-0.31551079813484484
0.12605134155851244,-0.3144242754970917
0.1292618005602017,-0.3144700134318122
0.13228848205502602,-0.3140228113169819
0.1356143365671911,-0.31423527338086976
0.13834755866192444,-0.31304154409853446
0.14148246620761132,-0.31273515740162594
0.14483254815566796,-0.3128515408587551
0.14755336182764991,-0.3115775329453647
0.1508077953269361,-0.3114048797537948
0.15407039706176645,-0.3111991088510919
0.15677646001084622,-0.309844661382041
0.16061871246398873,-0.3106874638794978
0.16402050251141348,-0.3106023699704043
0.16767029036260062,-0.3109215882501017
0.1703734184836213,-0.3094486364236388
0.17416593176797254,-0.3099136770065519
0.1773575200469313,-0.30925161262766265
0.18004572749951236,-0.3076943058283316
0.1834890762185638,-0.30740163670496196
0.18759092585742912,-0.30813990270514374
0.19224690384648055,-0.30967945989462703
0.19493827436460648,-0.3079923848197147
0.19924131187522498,-0.3088027767028157
0.20329841364329646,-0.3091435888688525
0.20598469472961875,-0.307360226876772
0.20978320182253743,-0.3072051672681813
0.21359456368886529,-0.3070071204268179
0.21626183578086278,-0.3051341148001884
0.22066866335161117,-0.3056703192504347
0.22510112636582497,-0.30615270582647885
0.22970846935077915,-0.3067809970427429
0.2323731590507658,-0.30476757700054774
0.23639997783180805,-0.30450831046577836
0.24121491302412115,-0.3051825103472146
0.24386523596114681,-0.3030688792612601
0.24919012394837942,-0.3042200447469121
0.25359282399051913,-0.30414910475138
0.2562336714161281,-0.30192764685130125
0.26130633654744034,-0.3025211668716425
0.2670688744100955,-0.303800053478443
0.2725399100028412,-0.3046285574376955
0.2751842161288084,-0.3022419688668359
0.2803563155466691,-0.3025831809861767
0.28641258834419686,-0.3037664732642489
0.29354902105813546,-0.30594928989957193
0.29620403883466,-0.3033795694048583
0.3002461715267062,-0.30220561819897596
0.30357926048173434,-0.30028090314905875
0.3061845008158417,-0.2976239903818323
0.3141898043663656,-0.3001250147823362
0.3228083441620937,-0.3030220149787755
0.3302144730501358,-0.30460462183268533
0.33285638062538253,-0.3017154350221125
0.3410735559506432,-0.30379169992031885
0.34841113667960055,-0.30492405512861315
0.35105513697676605,-0.30187628320335597
0.3580647385349811,-0.302516454953901
0.3662660315799261,-0.30401513868805796
0.3689014332467552,-0.30081180659893714
0.37716729007456634,-0.3021181725642577
0.386465897150085,-0.3040759357723944
0.39444204246340103,-0.30482407168456105
0.3970834236210572,-0.3013751718812184
0.40490631952995493,-0.30178778568499215
0.41438008957328515,-0.3032678121730449
0.41700715179529124,-0.2996452233668475
0.4255268361442564,-0.30017904626890307
0.4340870429173638,-0.30058681965451933
0.4366899936065281,-0.29679259839606886
0.4461232136313711,-0.2975535844938514
0.4558115073506919,-0.2983092443286972
0.4653359571274333,-0.2987832282289453
0.46792200404597983,-0.2947167599513277
0.4789801993825682,-0.2958834143855467
0.4892382654512721,-0.29636118194920036
0.4918022980955719,-0.29208651139005143
0.5018907995654698,-0.2921920165220483
0.5137550697842656,-0.29313471247144857
0.5162900547566034,-0.2886465152122539
0.528214311009041,-0.289300328417597
0.5401884546176475,-0.2897678444601439
0.5533167997390348,-0.29062952211802723
0.5558284512811161,-0.2857966632877926
0.5703571043111689,-0.28701043865665304
0.5851725342057802,-0.288102685056224
0.58766095628464,-0.2829923185954758
0.6034493992768243,-0.2841440071293656
0.6199828342314846,-0.28535511519354756
0.6384061293911469,-0.28711948256172687
0.6408839621133755,-0.28154525465111485
0.6603149994687517,-0.2832426124628011
0.6798229437217133,-0.2846221149541145
0.6822774407446278,-0.278687059230187
0.7034925909812915,-0.2802244699242674
0.7236196457309091,-0.28096027871421697
0.7260405690434045,-0.27464370010256267
1.6309522265036451,-0.3091839647294934
1.6335846498628166,-0.29495945639294946
1.6397890931524197,-0.2813467025090019
1.6421785959589132,-0.2670462432028129
1.6271464210601214,-0.250067227622824
1.6141712053575663,-0.23369308221141352
1.6020261443240242,-0.21769887820039993
1.6038624285011158,-0.20372991707139015
1.5931632499174524,-0.18827845001218052
1.5818205133097014,-0.17297469198852622
1.5832678203177561,-0.15918350901445227
1.569408702554512,-0.14398696534980548
1.557897495814581,-0.12925086104116762
1.546997614509488,-0.11478189764271611
1.5479391285583095,-0.10129638494363943
1.534286312549696,-0.08698245561366902
1.5237490667769376,-0.07306991101237306
